;1001_IEO_NEU_XX;N
5328;1066_TIE_SAD_XX.avi;N
7380;1091_TIE_DIS_XX.avi;S
5692;1070_ITH_SAD_XX.avi;N
3400;1042_DFA_NEU_XX.avi;N
1690;1021_TSI_NEU_XX.avi;N
4687;1058_IWW_DIS_XX.avi;D
2225;1028_IWW_ANG_XX.avi;A
5367;1066_ITH_DIS_XX.avi;S
940;1012_ITH_NEU_XX.avi;N
4249;1053_IEO_SAD_MD.avi;N
3454;1043_IWW_SAD_XX.avi;F
6193;1076_DFA_DIS_XX.avi;D
6904;1085_TAI_ANG_XX.avi;A
581;1008_IEO_ANG_HI.avi;A
6498;1080_MTI_HAP_XX.avi;H
1769;1022_ITS_ANG_XX.avi;N
1136;1015_IEO_HAP_MD.avi;H
4585;1057_IEO_DIS_LO.avi;N
332;1005_IEO_SAD_HI.avi;N
5558;1069_IEO_HAP_MD.avi;H
6541;1081_IEO_HAP_MD.avi;H
3483;1043_DFA_HAP_XX.avi;H
2562;1032_MTI_NEU_XX.avi;N
2181;1027_ITS_DIS_XX.avi;D
870;1011_ITS_NEU_XX.avi;N
7235;1089_MTI_NEU_XX.avi;N
2232;1028_TAI_FEA_XX.avi;D
1693;1021_TSI_ANG_XX.avi;N
6101;1075_ITH_HAP_XX.avi;H
4900;1061_IEO_NEU_XX.avi;N
33;1001_TAI_NEU_XX.avi;N
623;1008_IWL_DIS_XX.avi;S
6878;1085_IEO_FEA_MD.avi;D
4259;1053_IEO_DIS_HI.avi;S
78;1001_WSI_ANG_XX.avi;A
6406;1079_IWW_ANG_XX.avi;D
2137;1027_IOM_ANG_XX.avi;A
4517;1056_IOM_DIS_XX.avi;A
1187;1015_ITH_HAP_XX.avi;H
302;1004_DFA_NEU_XX.avi;N
7292;1090_IEO_DIS_HI.avi;F
3622;1045_TAI_NEU_XX.avi;N
3290;1041_IWW_SAD_XX.avi;N
3749;1046_WSI_ANG_XX.avi;N
4039;1050_MTI_HAP_XX.avi;H
3983;1049_ITS_ANG_XX.avi;A
3711;1046_MTI_HAP_XX.avi;N
7152;1088_TAI_DIS_XX.avi;F
1607;1020_ITS_DIS_XX.avi;S
7416;1091_ITH_DIS_XX.avi;F
3891;1048_ITH_DIS_XX.avi;D
3070;1038_ITH_FEA_XX.avi;F
2981;1037_IWL_ANG_XX.avi;A
2458;1031_TIE_SAD_XX.avi;S
6657;1082_TAI_SAD_XX.avi;S
2502;1031_DFA_FEA_XX.avi;A
4449;1055_MTI_HAP_XX.avi;H
3113;1039_TIE_HAP_XX.avi;H
4282;1053_TAI_FEA_XX.avi;F
4158;1051_WSI_SAD_XX.avi;N
2613;1033_IEO_ANG_HI.avi;A
2338;1029_DFA_FEA_XX.avi;F
4453;1055_MTI_DIS_XX.avi;D
4279;1053_TAI_HAP_XX.avi;H
2188;1027_WSI_NEU_XX.avi;N
911;1012_IOM_HAP_XX.avi;H
508;1007_TIE_SAD_XX.avi;S
7100;1087_ITS_DIS_XX.avi;D
5656;1070_TIE_SAD_XX.avi;N
5725;1071_IEO_SAD_MD.avi;N
5589;1069_IWW_DIS_XX.avi;D
148;1002_ITS_FEA_XX.avi;F
3220;1040_MTI_SAD_XX.avi;N
5805;1072_IEO_HAP_HI.avi;H
5772;1071_ITH_NEU_XX.avi;N
4295;1053_IWL_DIS_XX.avi;A
266;1004_IOM_NEU_XX.avi;N
1477;1019_IEO_DIS_HI.avi;D
7347;1090_TSI_NEU_XX.avi;H
3584;1044_WSI_SAD_XX.avi;N
1272;1016_ITH_FEA_XX.avi;F
1754;1022_ITH_NEU_XX.avi;N
5353;1066_MTI_ANG_XX.avi;A
4477;1055_ITS_DIS_XX.avi;D
3926;1049_IEO_FEA_LO.avi;N
1158;1015_IOM_SAD_XX.avi;N
2832;1035_ITS_NEU_XX.avi;N
6467;1080_IEO_FEA_LO.avi;H
475;1006_ITS_ANG_XX.avi;N
557;1007_ITS_ANG_XX.avi;A
2074;1026_MTI_FEA_XX.avi;F
2683;1033_WSI_ANG_XX.avi;A
7176;1088_DFA_DIS_XX.avi;S
867;1011_DFA_ANG_XX.avi;A
951;1012_DFA_DIS_XX.avi;D
462;1006_ITH_SAD_XX.avi;S
6040;1074_TSI_FEA_XX.avi;S
350;1005_IOM_SAD_XX.avi;N
2589;1032_ITS_ANG_XX.avi;N
1925;1024_DFA_HAP_XX.avi;H
6411;1079_TAI_SAD_XX.avi;N
1584;1020_IWL_NEU_XX.avi;N
3007;1037_TSI_DIS_XX.avi;D
7196;1089_IEO_HAP_LO.avi;H
4582;1057_IEO_FEA_LO.avi;F
1231;1016_IEO_DIS_HI.avi;D
4390;1054_ITS_NEU_XX.avi;N
5903;1073_TIE_ANG_XX.avi;A
4864;1060_IWL_NEU_XX.avi;N
5627;1069_TSI_HAP_XX.avi;H
6458;1080_IEO_HAP_LO.avi;H
1691;1021_TSI_HAP_XX.avi;H
1118;1014_ITS_SAD_XX.avi;N
739;1010_IEO_DIS_HI.avi;D
671;1009_IOM_HAP_XX.avi;H
4130;1051_IWL_FEA_XX.avi;F
4016;1050_TIE_SAD_XX.avi;H
6841;1084_ITH_FEA_XX.avi;F
1085;1014_IWW_DIS_XX.avi;D
5121;1063_ITH_DIS_XX.avi;S
1033;1013_DFA_DIS_XX.avi;D
1984;1025_TAI_SAD_XX.avi;F
4789;1059_ITH_HAP_XX.avi;H
1716;1022_IEO_DIS_MD.avi;D
1619;1020_WSI_DIS_XX.avi;S
6194;1076_ITS_HAP_XX.avi;H
6160;1076_IWW_SAD_XX.avi;N
2409;1030_IWL_DIS_XX.avi;D
1298;1017_IEO_NEU_XX.avi;N
1777;1022_TSI_DIS_XX.avi;D
6795;1084_IEO_FEA_LO.avi;F
7309;1090_IWW_FEA_XX.avi;N
2219;1028_IOM_ANG_XX.avi;A
758;1010_TAI_NEU_XX.avi;N
189;1003_IOM_DIS_XX.avi;D
2893;1036_MTI_ANG_XX.avi;A
2572;1032_IWL_FEA_XX.avi;F
876;1011_TSI_NEU_XX.avi;N
2149;1027_TAI_ANG_XX.avi;A
5486;1068_IEO_FEA_HI.avi;F
7043;1087_IEO_FEA_HI.avi;F
6124;1075_WSI_NEU_XX.avi;N
954;1012_ITS_SAD_XX.avi;F
2316;1029_MTI_NEU_XX.avi;N
7356;1090_WSI_ANG_XX.avi;A
4479;1055_TSI_HAP_XX.avi;H
5432;1067_MTI_NEU_XX.avi;D
639;1008_ITS_ANG_XX.avi;A
6602;1081_DFA_DIS_XX.avi;D
4157;1051_WSI_HAP_XX.avi;H
2302;1029_IOM_FEA_XX.avi;F
2722;1034_TAI_SAD_XX.avi;S
5859;1072_ITH_DIS_XX.avi;D
2486;1031_IWL_NEU_XX.avi;N
3612;1045_IOM_SAD_XX.avi;N
3201;1040_IOM_HAP_XX.avi;H
1204;1015_TSI_NEU_XX.avi;H
6983;1086_TAI_NEU_XX.avi;N
893;1012_IEO_SAD_MD.avi;S
4049;1050_IWL_DIS_XX.avi;A
3310;1041_IWL_FEA_XX.avi;A
2167;1027_ITH_ANG_XX.avi;A
2432;1030_TSI_FEA_XX.avi;F
2671;1033_ITS_ANG_XX.avi;A
1996;1025_IWL_SAD_XX.avi;S
5736;1071_TIE_NEU_XX.avi;N
3162;1039_ITS_SAD_XX.avi;S
689;1009_IWL_HAP_XX.avi;H
1271;1016_ITH_ANG_XX.avi;S
4738;1059_IEO_HAP_MD.avi;H
2820;1035_ITH_NEU_XX.avi;N
40;1001_MTI_HAP_XX.avi;H
4196;1052_TAI_NEU_XX.avi;N
1221;1016_IEO_SAD_MD.avi;N
665;1009_TIE_HAP_XX.avi;H
7002;1086_ITH_HAP_XX.avi;H
5102;1063_TAI_FEA_XX.avi;F
1926;1024_DFA_SAD_XX.avi;S
1192;1015_DFA_NEU_XX.avi;N
3426;1043_IEO_HAP_MD.avi;H
1968;1025_TIE_FEA_XX.avi;A
4121;1051_MTI_HAP_XX.avi;H
20;1001_TIE_DIS_XX.avi;D
5508;1068_TAI_NEU_XX.avi;N
1590;1020_ITH_NEU_XX.avi;N
1130;1014_WSI_SAD_XX.avi;N
1803;1023_TIE_ANG_XX.avi;A
2455;1031_IEO_DIS_HI.avi;S
1373;1017_TSI_DIS_XX.avi;A
6061;1075_IEO_DIS_LO.avi;D
1099;1014_IWL_HAP_XX.avi;H
5723;1071_IEO_HAP_HI.avi;H
905;1012_TIE_HAP_XX.avi;H
5816;1072_IEO_DIS_MD.avi;A
3036;1038_IOM_NEU_XX.avi;N
5135;1063_TSI_HAP_XX.avi;H
2233;1028_TAI_DIS_XX.avi;D
1851;1023_ITS_ANG_XX.avi;D
4313;1053_ITS_DIS_XX.avi;D
248;1004_IEO_SAD_LO.avi;S
3286;1041_IOM_FEA_XX.avi;N
2364;1030_IEO_SAD_HI.avi;S
2226;1028_IWW_FEA_XX.avi;S
908;1012_TIE_FEA_XX.avi;F
450;1006_MTI_SAD_XX.avi;S
2136;1027_IOM_SAD_XX.avi;N
4802;1059_ITS_SAD_XX.avi;S
4482;1055_TSI_FEA_XX.avi;F
1869;1024_IEO_HAP_HI.avi;H
46;1001_IWL_HAP_XX.avi;H
2236;1028_MTI_SAD_XX.avi;S
7348;1090_TSI_HAP_XX.avi;H
1961;1025_IEO_DIS_LO.avi;D
6246;1077_TAI_HAP_XX.avi;H
4925;1061_IOM_ANG_XX.avi;A
2359;1030_IEO_HAP_LO.avi;H
4897;1060_WSI_ANG_XX.avi;N
1194;1015_DFA_SAD_XX.avi;S
6493;1080_TAI_SAD_XX.avi;S
5320;1066_IEO_FEA_LO.avi;N
2994;1037_DFA_FEA_XX.avi;F
1579;1020_MTI_HAP_XX.avi;H
3422;1042_WSI_FEA_XX.avi;F
4508;1056_TIE_SAD_XX.avi;S
3173;1039_WSI_HAP_XX.avi;H
1745;1022_MTI_ANG_XX.avi;A
1930;1024_ITS_NEU_XX.avi;N
1771;1022_ITS_DIS_XX.avi;D
957;1012_ITS_DIS_XX.avi;D
564;1007_TSI_FEA_XX.avi;S
545;1007_ITH_ANG_XX.avi;D
3790;1047_TAI_FEA_XX.avi;F
773;1010_IWL_ANG_XX.avi;A
1981;1025_IWW_DIS_XX.avi;F
2534;1032_IEO_FEA_HI.avi;F
3623;1045_TAI_HAP_XX.avi;H
5585;1069_IWW_HAP_XX.avi;H
5901;1073_TIE_HAP_XX.avi;H
2275;1028_WSI_DIS_XX.avi;D
1216;1016_IEO_NEU_XX.avi;N
3328;1041_ITS_FEA_XX.avi;F
5846;1072_MTI_FEA_XX.avi;F
3127;1039_IWW_ANG_XX.avi;A
2901;1036_IWL_DIS_XX.avi;D
4376;1054_IWL_FEA_XX.avi;F
3813;1047_DFA_ANG_XX.avi;A
7261;1089_ITS_SAD_XX.avi;N
3875;1048_MTI_HAP_XX.avi;H
2027;1025_WSI_ANG_XX.avi;A
3806;1047_ITH_SAD_XX.avi;N
3088;1038_TSI_FEA_XX.avi;F
3637;1045_IWL_ANG_XX.avi;D
3494;1043_TSI_NEU_XX.avi;N
484;1006_WSI_NEU_XX.avi;N
1831;1023_IWL_HAP_XX.avi;H
4414;1055_IEO_SAD_HI.avi;S
2705;1034_TIE_ANG_XX.avi;F
6801;1084_TIE_NEU_XX.avi;N
6885;1085_TIE_SAD_XX.avi;N
6473;1080_TIE_NEU_XX.avi;N
666;1009_TIE_SAD_XX.avi;N
3629;1045_MTI_HAP_XX.avi;H
5782;1071_DFA_FEA_XX.avi;F
1069;1014_TIE_HAP_XX.avi;H
2837;1035_ITS_DIS_XX.avi;D
3603;1045_IEO_DIS_HI.avi;D
3313;1041_ITH_HAP_XX.avi;H
5281;1065_ITH_HAP_XX.avi;H
2284;1029_IEO_ANG_MD.avi;A
6211;1077_IEO_NEU_XX.avi;N
3114;1039_TIE_SAD_XX.avi;S
1657;1021_TAI_ANG_XX.avi;N
1086;1014_TAI_NEU_XX.avi;N
7094;1087_DFA_DIS_XX.avi;D
7198;1089_IEO_HAP_HI.avi;H
942;1012_ITH_SAD_XX.avi;F
4274;1053_IWW_SAD_XX.avi;F
6947;1085_WSI_FEA_XX.avi;D
5567;1069_IEO_FEA_MD.avi;S
4945;1061_MTI_DIS_XX.avi;A
4626;1057_ITH_SAD_XX.avi;N
5081;1063_TIE_HAP_XX.avi;H
1712;1022_IEO_FEA_LO.avi;N
1585;1020_IWL_HAP_XX.avi;H
5451;1067_DFA_HAP_XX.avi;H
4601;1057_IWW_HAP_XX.avi;H
3872;1048_TAI_FEA_XX.avi;F
6091;1075_MTI_ANG_XX.avi;A
529;1007_TAI_DIS_XX.avi;D
7025;1086_WSI_NEU_XX.avi;N
6833;1084_IWL_SAD_XX.avi;F
3212;1040_TAI_NEU_XX.avi;N
5505;1068_IWW_ANG_XX.avi;A
3500;1043_WSI_NEU_XX.avi;N
5978;1074_IEO_FEA_HI.avi;F
2016;1025_ITS_FEA_XX.avi;D
5118;1063_ITH_SAD_XX.avi;S
4424;1055_TIE_NEU_XX.avi;N
5530;1068_ITH_FEA_XX.avi;F
746;1010_IOM_NEU_XX.avi;N
355;1005_IWW_HAP_XX.avi;N
7032;1087_IEO_HAP_LO.avi;H
2575;1032_ITH_HAP_XX.avi;H
1419;1018_TAI_DIS_XX.avi;D
2679;1033_TSI_DIS_XX.avi;D
1198;1015_ITS_NEU_XX.avi;H
163;1003_IEO_HAP_LO.avi;H
3759;1047_IEO_ANG_LO.avi;N
122;1002_MTI_SAD_XX.avi;D
2135;1027_IOM_HAP_XX.avi;H
1983;1025_TAI_HAP_XX.avi;H
3121;1039_IOM_ANG_XX.avi;A
6195;1076_ITS_SAD_XX.avi;N
6720;1083_TIE_HAP_XX.avi;H
5827;1072_IOM_ANG_XX.avi;A
2483;1031_MTI_ANG_XX.avi;N
1960;1025_IEO_FEA_HI.avi;F
4195;1052_IWW_DIS_XX.avi;D
317;1004_TSI_ANG_XX.avi;A
4526;1056_TAI_SAD_XX.avi;S
3719;1046_IWL_ANG_XX.avi;N
1055;1014_IEO_HAP_HI.avi;H
4375;1054_IWL_ANG_XX.avi;A
7125;1088_IEO_FEA_HI.avi;N
3791;1047_TAI_DIS_XX.avi;D
3707;1046_TAI_ANG_XX.avi;D
5100;1063_TAI_SAD_XX.avi;F
39;1001_MTI_NEU_XX.avi;N
962;1012_TSI_FEA_XX.avi;F
1921;1024_ITH_ANG_XX.avi;D
3793;1047_MTI_HAP_XX.avi;H
1124;1014_TSI_SAD_XX.avi;N
6689;1082_ITS_FEA_XX.avi;D
882;1011_WSI_NEU_XX.avi;N
5485;1068_IEO_FEA_MD.avi;N
2807;1035_TAI_DIS_XX.avi;D
783;1010_DFA_HAP_XX.avi;H
4873;1060_ITH_ANG_XX.avi;N
5076;1063_IEO_FEA_HI.avi;F
5647;1070_IEO_ANG_HI.avi;D
1075;1014_IOM_HAP_XX.avi;H
6132;1076_IEO_HAP_MD.avi;H
6627;1082_IEO_SAD_HI.avi;S
5612;1069_ITH_FEA_XX.avi;F
5885;1073_IEO_HAP_LO.avi;H
3204;1040_IOM_FEA_XX.avi;N
2892;1036_MTI_SAD_XX.avi;S
5991;1074_IOM_ANG_XX.avi;A
2888;1036_TAI_FEA_XX.avi;F
394;1005_ITS_FEA_XX.avi;F
6037;1074_TSI_HAP_XX.avi;H
1173;1015_TAI_DIS_XX.avi;D
3224;1040_IWL_NEU_XX.avi;N
2333;1029_ITH_DIS_XX.avi;D
1378;1017_WSI_FEA_XX.avi;A
1698;1021_WSI_SAD_XX.avi;N
6439;1079_ITS_NEU_XX.avi;N
4625;1057_ITH_HAP_XX.avi;H
5181;1064_TAI_HAP_XX.avi;H
3922;1049_IEO_SAD_HI.avi;S
6827;1084_MTI_SAD_XX.avi;S
2780;1035_IEO_FEA_HI.avi;F
5172;1064_IOM_FEA_XX.avi;F
2169;1027_ITH_DIS_XX.avi;D
2666;1033_DFA_FEA_XX.avi;F
7147;1088_TAI_NEU_XX.avi;N
1289;1016_TSI_ANG_XX.avi;A
347;1005_TIE_DIS_XX.avi;D
1842;1023_DFA_NEU_XX.avi;N
4485;1055_WSI_HAP_XX.avi;H
6791;1084_IEO_SAD_HI.avi;F
7150;1088_TAI_ANG_XX.avi;A
3535;1044_IWW_HAP_XX.avi;H
5594;1069_TAI_FEA_XX.avi;F
6723;1083_TIE_FEA_XX.avi;S
3579;1044_TSI_ANG_XX.avi;A
1195;1015_DFA_ANG_XX.avi;A
1142;1015_IEO_ANG_MD.avi;A
6990;1086_MTI_HAP_XX.avi;H
1182;1015_IWL_SAD_XX.avi;D
7104;1087_TSI_ANG_XX.avi;A
3937;1049_TIE_DIS_XX.avi;S
766;1010_MTI_SAD_XX.avi;N
6712;1083_IEO_ANG_HI.avi;A
6848;1084_DFA_DIS_XX.avi;D
2736;1034_IWL_FEA_XX.avi;S
3144;1039_IWL_SAD_XX.avi;S
7303;1090_IOM_FEA_XX.avi;N
7389;1091_IWW_SAD_XX.avi;N
1218;1016_IEO_HAP_MD.avi;H
1907;1024_MTI_HAP_XX.avi;N
2772;1035_IEO_SAD_LO.avi;N
4551;1056_DFA_ANG_XX.avi;A
6321;1078_IWW_NEU_XX.avi;N
443;1006_TAI_HAP_XX.avi;H
2372;1030_IEO_DIS_MD.avi;D
7370;1091_IEO_FEA_MD.avi;F
2468;1031_IWW_NEU_XX.avi;N
5636;1069_WSI_FEA_XX.avi;F
6691;1082_TSI_NEU_XX.avi;H
6189;1076_DFA_HAP_XX.avi;H
816;1011_IEO_FEA_LO.avi;S
2126;1027_IEO_DIS_MD.avi;D
4966;1061_ITS_SAD_XX.avi;N
6011;1074_MTI_DIS_XX.avi;S
2348;1029_TSI_SAD_XX.avi;S
7156;1088_MTI_ANG_XX.avi;N
3564;1044_DFA_NEU_XX.avi;N
3324;1041_ITS_NEU_XX.avi;N
5475;1068_IEO_HAP_LO.avi;H
5260;1065_IWW_FEA_XX.avi;F
6451;1079_WSI_NEU_XX.avi;N
4266;1053_IOM_NEU_XX.avi;N
6014;1074_IWL_SAD_XX.avi;S
1858;1023_TSI_FEA_XX.avi;F
6147;1076_TIE_HAP_XX.avi;H
3812;1047_DFA_SAD_XX.avi;N
1539;1020_IEO_HAP_LO.avi;H
3797;1047_MTI_DIS_XX.avi;A
1358;1017_DFA_SAD_XX.avi;N
2335;1029_DFA_HAP_XX.avi;H
7153;1088_MTI_NEU_XX.avi;N
3367;1042_IOM_ANG_XX.avi;D
6641;1082_TIE_FEA_XX.avi;D
1117;1014_ITS_HAP_XX.avi;H
5510;1068_TAI_SAD_XX.avi;N
2323;1029_IWL_HAP_XX.avi;H
4956;1061_ITH_FEA_XX.avi;F
2203;1028_IEO_ANG_HI.avi;A
1524;1019_ITS_FEA_XX.avi;N
2586;1032_ITS_NEU_XX.avi;N
2115;1027_IEO_HAP_HI.avi;H
6998;1086_IWL_ANG_XX.avi;A
5237;1065_IEO_ANG_HI.avi;A
2287;1029_IEO_FEA_MD.avi;F
5243;1065_IEO_DIS_HI.avi;F
2038;1026_IEO_ANG_MD.avi;N
4343;1054_TIE_HAP_XX.avi;H
4224;1052_DFA_FEA_XX.avi;F
5053;1062_TSI_HAP_XX.avi;D
3982;1049_ITS_SAD_XX.avi;N
3451;1043_IOM_DIS_XX.avi;D
4663;1058_IEO_ANG_HI.avi;A
4172;1052_IEO_FEA_LO.avi;S
7361;1091_IEO_HAP_MD.avi;H
1767;1022_ITS_HAP_XX.avi;H
5560;1069_IEO_SAD_LO.avi;S
2252;1028_DFA_NEU_XX.avi;A
866;1011_DFA_SAD_XX.avi;N
2431;1030_TSI_ANG_XX.avi;A
5429;1067_TAI_ANG_XX.avi;A
5994;1074_IWW_NEU_XX.avi;N
804;1010_WSI_FEA_XX.avi;F
5590;1069_TAI_NEU_XX.avi;N
6456;1079_WSI_DIS_XX.avi;S
1954;1025_IEO_SAD_HI.avi;F
3852;1048_TIE_SAD_XX.avi;N
3302;1041_MTI_SAD_XX.avi;N
3587;1044_WSI_DIS_XX.avi;F
4167;1052_IEO_SAD_MD.avi;N
4535;1056_MTI_DIS_XX.avi;D
6646;1082_IOM_ANG_XX.avi;A
5536;1068_DFA_FEA_XX.avi;N
3959;1049_MTI_ANG_XX.avi;A
5609;1069_ITH_HAP_XX.avi;H
3309;1041_IWL_ANG_XX.avi;A
6802;1084_TIE_HAP_XX.avi;H
19;1001_TIE_FEA_XX.avi;A
3987;1049_TSI_HAP_XX.avi;H
2086;1026_ITH_FEA_XX.avi;N
1084;1014_IWW_FEA_XX.avi;N
214;1003_ITH_NEU_XX.avi;N
6483;1080_IOM_FEA_XX.avi;N
3314;1041_ITH_SAD_XX.avi;N
2504;1031_ITS_NEU_XX.avi;N
153;1002_TSI_ANG_XX.avi;A
2376;1030_TIE_SAD_XX.avi;S
1111;1014_DFA_HAP_XX.avi;H
6058;1075_IEO_FEA_LO.avi;N
4115;1051_TAI_HAP_XX.avi;H
3147;1039_IWL_DIS_XX.avi;D
2889;1036_TAI_DIS_XX.avi;A
5195;1064_IWL_ANG_XX.avi;A
3897;1048_DFA_DIS_XX.avi;D
3768;1047_TIE_NEU_XX.avi;N
6089;1075_MTI_HAP_XX.avi;H
1447;1018_ITS_ANG_XX.avi;F
2942;1037_IEO_FEA_LO.avi;F
3475;1043_IWL_DIS_XX.avi;D
2824;1035_ITH_FEA_XX.avi;N
3569;1044_DFA_DIS_XX.avi;F
2964;1037_IWW_FEA_XX.avi;F
5388;1066_WSI_SAD_XX.avi;N
154;1002_TSI_FEA_XX.avi;N
4365;1054_TAI_DIS_XX.avi;D
1283;1016_ITS_ANG_XX.avi;N
424;1006_TIE_NEU_XX.avi;N
6327;1078_TAI_NEU_XX.avi;N
2697;1034_IEO_FEA_MD.avi;N
1644;1021_IOM_SAD_XX.avi;N
3073;1038_DFA_HAP_XX.avi;H
5084;1063_TIE_FEA_XX.avi;S
2552;1032_IWW_SAD_XX.avi;N
4654;1058_IEO_NEU_XX.avi;N
5941;1073_ITH_DIS_XX.avi;S
5843;1072_MTI_HAP_XX.avi;H
2326;1029_IWL_FEA_XX.avi;F
6553;1081_IEO_DIS_MD.avi;D
780;1010_ITH_FEA_XX.avi;A
4025;1050_IOM_DIS_XX.avi;D
4913;1061_IEO_DIS_LO.avi;D
3519;1044_IEO_DIS_LO.avi;F
2751;1034_ITS_HAP_XX.avi;H
7040;1087_IEO_ANG_HI.avi;A
694;1009_ITH_NEU_XX.avi;N
1656;1021_TAI_SAD_XX.avi;N
6199;1076_TSI_NEU_XX.avi;N
5768;1071_IWL_SAD_XX.avi;N
979;1013_IEO_ANG_HI.avi;A
3387;1042_MTI_DIS_XX.avi;S
5835;1072_IWW_DIS_XX.avi;D
3450;1043_IOM_FEA_XX.avi;F
1236;1016_TIE_FEA_XX.avi;N
6708;1083_IEO_SAD_MD.avi;S
2125;1027_IEO_DIS_LO.avi;D
1165;1015_IWW_ANG_XX.avi;N
6776;1083_TSI_ANG_XX.avi;A
4045;1050_IWL_HAP_XX.avi;H
6673;1082_ITH_NEU_XX.avi;N
3553;1044_IWL_HAP_XX.avi;H
47;1001_IWL_SAD_XX.avi;S
3556;1044_IWL_FEA_XX.avi;F
4588;1057_TIE_NEU_XX.avi;N
3132;1039_TAI_SAD_XX.avi;S
5850;1072_IWL_SAD_XX.avi;S
4264;1053_TIE_FEA_XX.avi;F
2546;1032_IOM_SAD_XX.avi;N
1781;1022_WSI_ANG_XX.avi;A
1037;1013_ITS_ANG_XX.avi;A
440;1006_IWW_FEA_XX.avi;F
2413;1030_ITH_ANG_XX.avi;A
4577;1057_IEO_SAD_MD.avi;N
5478;1068_IEO_SAD_LO.avi;N
5412;1067_TIE_FEA_XX.avi;F
1839;1023_ITH_ANG_XX.avi;A
6099;1075_IWL_DIS_XX.avi;S
4315;1053_TSI_HAP_XX.avi;H
683;1009_TAI_HAP_XX.avi;H
5908;1073_IOM_SAD_XX.avi;S
4217;1052_ITH_ANG_XX.avi;A
2256;1028_DFA_FEA_XX.avi;A
180;1003_TIE_SAD_XX.avi;N
2518;1031_WSI_SAD_XX.avi;N
2620;1033_TIE_NEU_XX.avi;N
379;1005_ITH_HAP_XX.avi;H
1010;1013_MTI_NEU_XX.avi;N
6658;1082_TAI_ANG_XX.avi;A
4029;1050_IWW_ANG_XX.avi;A
687;1009_TAI_DIS_XX.avi;D
593;1008_TIE_DIS_XX.avi;S
7111;1087_WSI_FEA_XX.avi;F
7087;1087_ITH_FEA_XX.avi;D
5598;1069_MTI_SAD_XX.avi;S
1684;1021_ITS_NEU_XX.avi;N
2630;1033_IOM_FEA_XX.avi;F
5834;1072_IWW_FEA_XX.avi;F
6434;1079_DFA_HAP_XX.avi;H
3842;1048_IEO_ANG_MD.avi;A
5623;1069_ITS_ANG_XX.avi;A
4066;1050_ITS_FEA_XX.avi;F
4953;1061_ITH_HAP_XX.avi;H
2003;1025_ITH_ANG_XX.avi;A
6845;1084_DFA_SAD_XX.avi;F
431;1006_IOM_HAP_XX.avi;H
3350;1042_IEO_ANG_MD.avi;A
1943;1024_WSI_HAP_XX.avi;H
4357;1054_IWW_ANG_XX.avi;A
6578;1081_TAI_DIS_XX.avi;D
7316;1090_TAI_DIS_XX.avi;S
4994;1062_IEO_FEA_HI.avi;F
1558;1020_TIE_FEA_XX.avi;N
1604;1020_ITS_SAD_XX.avi;N
7033;1087_IEO_HAP_MD.avi;H
1276;1016_DFA_SAD_XX.avi;S
4160;1051_WSI_FEA_XX.avi;A
2642;1033_TAI_FEA_XX.avi;F
998;1013_IWW_NEU_XX.avi;N
1079;1014_IOM_DIS_XX.avi;D
3059;1038_MTI_DIS_XX.avi;S
4046;1050_IWL_SAD_XX.avi;N
5424;1067_IWW_FEA_XX.avi;F
3700;1046_IWW_SAD_XX.avi;N
6182;1076_ITH_NEU_XX.avi;N
3951;1049_TAI_HAP_XX.avi;H
4470;1055_DFA_FEA_XX.avi;A
7273;1089_WSI_SAD_XX.avi;N
523;1007_IWW_DIS_XX.avi;D
2006;1025_DFA_NEU_XX.avi;N
439;1006_IWW_ANG_XX.avi;N
3183;1040_IEO_SAD_MD.avi;N
2908;1036_DFA_NEU_XX.avi;N
1807;1023_IOM_HAP_XX.avi;H
4499;1056_IEO_ANG_HI.avi;A
4299;1053_ITH_ANG_XX.avi;A
6212;1077_IEO_HAP_LO.avi;H
3087;1038_TSI_ANG_XX.avi;D
3865;1048_IWW_ANG_XX.avi;D
674;1009_IOM_FEA_XX.avi;F
6320;1078_IOM_DIS_XX.avi;D
868;1011_DFA_FEA_XX.avi;F
4058;1050_DFA_SAD_XX.avi;A
2946;1037_IEO_DIS_MD.avi;D
4730;1058_WSI_NEU_XX.avi;N
5858;1072_ITH_FEA_XX.avi;F
6980;1086_IWW_ANG_XX.avi;A
5791;1071_TSI_HAP_XX.avi;H
1631;1021_IEO_FEA_MD.avi;N
3222;1040_MTI_FEA_XX.avi;N
4710;1058_ITH_FEA_XX.avi;S
1108;1014_ITH_FEA_XX.avi;F
3504;1043_WSI_FEA_XX.avi;D
5583;1069_IOM_DIS_XX.avi;D
4364;1054_TAI_FEA_XX.avi;N
5621;1069_ITS_HAP_XX.avi;H
5444;1067_ITH_NEU_XX.avi;N
1417;1018_TAI_ANG_XX.avi;A
1269;1016_ITH_HAP_XX.avi;H
4918;1061_TIE_SAD_XX.avi;N
7341;1090_ITS_NEU_XX.avi;N
3703;1046_IWW_DIS_XX.avi;N
5626;1069_TSI_NEU_XX.avi;N
3827;1047_TSI_DIS_XX.avi;D
2710;1034_IOM_SAD_XX.avi;S
6125;1075_WSI_HAP_XX.avi;H
4828;1060_IEO_FEA_LO.avi;N
2293;1029_TIE_HAP_XX.avi;H
60;1001_DFA_ANG_XX.avi;A
4678;1058_IOM_SAD_XX.avi;S
4869;1060_IWL_DIS_XX.avi;D
